Time (s),Mean HR Fallers (bpm),SD HR Fallers (bpm),Mean HR Non-Fallers (bpm),SD HR Non-Fallers (bpm)
1.044999999999999716e+02,7.545810908419345253e+01,1.228715173736256183e+01,7.782863045927668111e+01,1.073921593507120953e+01
1.045999999999999943e+02,7.546132056168896440e+01,1.229275275876233309e+01,7.781677425733865050e+01,1.073638390753407279e+01
1.046999999999999886e+02,7.546354620565580262e+01,1.229854700682916047e+01,7.780483700543058490e+01,1.073310994525650131e+01
1.047999999999999829e+02,7.546486830889787711e+01,1.230445932884518001e+01,7.779273570233657153e+01,1.072907640410512897e+01
1.048999999999999773e+02,7.546536983747189709e+01,1.231041456310226501e+01,7.778048065623595164e+01,1.072414912840065426e+01
1.049999999999999716e+02,7.546513389577360442e+01,1.231633340143889477e+01,7.776809753439167139e+01,1.071827778890895111e+01
1.050999999999999943e+02,7.546425383637145501e+01,1.232212872509531643e+01,7.775555017372967370e+01,1.071144728774956789e+01
1.051999999999999886e+02,7.546284059725398663e+01,1.232771194021908912e+01,7.774276642989808295e+01,1.070366565265453396e+01
1.052999999999999829e+02,7.546099507137255102e+01,1.233302348605814025e+01,7.772963031241177134e+01,1.069488543588353124e+01
1.053999999999999773e+02,7.545876587280419301e+01,1.233804587613379233e+01,7.771595596520297988e+01,1.068496001281181584e+01
1.054999999999999716e+02,7.545614965074400970e+01,1.234276558517964162e+01,7.770152451970407981e+01,1.067371365667464467e+01
1.055999999999999943e+02,7.545312509303948900e+01,1.234715675593608175e+01,7.768616161585937618e+01,1.066110713843602831e+01
1.056999999999999886e+02,7.544966852105331157e+01,1.235119267759590045e+01,7.766980349292312269e+01,1.064733693380100021e+01
1.057999999999999829e+02,7.544575096719897545e+01,1.235484591249531938e+01,7.765246461845022452e+01,1.063272579054137879e+01
1.058999999999999773e+02,7.544133477367186913e+01,1.235809052544262698e+01,7.763412275256082751e+01,1.061752627681720007e+01
1.059999999999999716e+02,7.543639166392294726e+01,1.236091285859010647e+01,7.761464359740439534e+01,1.060180498352577061e+01
1.060999999999999943e+02,7.543092699552678937e+01,1.236331597430002027e+01,7.759381053981762477e+01,1.058549427764570439e+01
1.061999999999999886e+02,7.542495668049524227e+01,1.236531250965163942e+01,7.757145021394963180e+01,1.056853599570266766e+01
1.062999999999999829e+02,7.541847242778968052e+01,1.236692222571545230e+01,7.754754195242320236e+01,1.055098126215580479e+01
1.063999999999999773e+02,7.541144334212701494e+01,1.236816947740391015e+01,7.752218354722994320e+01,1.053297571929713783e+01
1.064999999999999716e+02,7.540383806316738458e+01,1.236907795782985353e+01,7.749549693836081588e+01,1.051467978721442798e+01
1.065999999999999943e+02,7.539564658186431245e+01,1.236967304980829674e+01,7.746757498341244741e+01,1.049623230691678089e+01
1.066999999999999886e+02,7.538689119936292116e+01,1.236998670336389949e+01,7.743847792136246255e+01,1.047775517519718491e+01
1.067999999999999829e+02,7.537762051674744157e+01,1.237005570385247211e+01,7.740825723387089852e+01,1.045936845957034578e+01
1.068999999999999773e+02,7.536788771909451157e+01,1.236991321083163697e+01,7.737691235968557635e+01,1.044114914219833246e+01
1.069999999999999716e+02,7.535773162048636209e+01,1.236958414515603444e+01,7.734437624789043753e+01,1.042313716997687933e+01
1.070999999999999943e+02,7.534716968849902230e+01,1.236909074081981785e+01,7.731071380327563247e+01,1.040545683348663708e+01
1.071999999999999886e+02,7.533618815701285598e+01,1.236845867687625855e+01,7.727627763469368460e+01,1.038831718022532336e+01
1.072999999999999829e+02,7.532472183996641490e+01,1.236771580710619034e+01,7.724159380556788790e+01,1.037191195655918285e+01
1.073999999999999773e+02,7.531265064555772426e+01,1.236689056162997424e+01,7.720723775002507239e+01,1.035638630057507115e+01
1.074999999999999716e+02,7.529982790566735673e+01,1.236601426529829695e+01,7.717376204372487791e+01,1.034189876896533278e+01
1.075999999999999943e+02,7.528610270517872038e+01,1.236512227692552024e+01,7.714154606190098207e+01,1.032861366058019570e+01
1.076999999999999886e+02,7.527132272647850186e+01,1.236425321612335360e+01,7.711077515661122561e+01,1.031660335066605327e+01
1.077999999999999829e+02,7.525533705567987397e+01,1.236344962182027629e+01,7.708156553800019140e+01,1.030590176157790694e+01
1.078999999999999773e+02,7.523800524364773423e+01,1.236275771767413190e+01,7.705393450359078145e+01,1.029652536953653197e+01
1.079999999999999716e+02,7.521922643008619502e+01,1.236222216843100341e+01,7.702774607448569100e+01,1.028840928817617062e+01
1.080999999999999943e+02,7.519896196703572855e+01,1.236188378694447820e+01,7.700279124827470412e+01,1.028144548314621609e+01
1.081999999999999886e+02,7.517721071546490919e+01,1.236178431485407536e+01,7.697887938855357959e+01,1.027554571316212240e+01
1.082999999999999829e+02,7.515397761707382074e+01,1.236196928889551572e+01,7.695595003262819489e+01,1.027068248211199730e+01
1.083999999999999773e+02,7.512927180291070783e+01,1.236249835562364474e+01,7.693410952618083343e+01,1.026688283506153887e+01
1.084999999999999716e+02,7.510311505214336592e+01,1.236345083409461942e+01,7.691352859210375925e+01,1.026412875450286499e+01
1.085999999999999943e+02,7.507554559759800838e+01,1.236491742223365087e+01,7.689437044690282619e+01,1.026229256712926308e+01
1.086999999999999886e+02,7.504680992304238885e+01,1.236697020878085951e+01,7.687681346284720973e+01,1.026121620857346350e+01
1.087999999999999829e+02,7.501765225834371620e+01,1.236958038218912215e+01,7.686103659097700813e+01,1.026077561123979009e+01
1.088999999999999773e+02,7.498921267945173952e+01,1.237258832429707134e+01,7.684710117438270061e+01,1.026083226980684593e+01
1.089999999999999716e+02,7.496242349864446908e+01,1.237581518441856510e+01,7.683492240825083286e+01,1.026120421118388926e+01
1.090999999999999943e+02,7.493760614960993394e+01,1.237916374610760073e+01,7.682436159395933828e+01,1.026170948011717954e+01
1.091999999999999886e+02,7.491475581202533363e+01,1.238257885964293514e+01,7.681526072771669078e+01,1.026218791421709575e+01
1.092999999999999829e+02,7.489382968349676162e+01,1.238599474379589971e+01,7.680743119640932548e+01,1.026248871692683018e+01
1.093999999999999773e+02,7.487476911742655261e+01,1.238934310954647877e+01,7.680067098344542842e+01,1.026246839161131952e+01
1.094999999999999716e+02,7.485752001071968209e+01,1.239255927097792309e+01,7.679480863095527354e+01,1.026201335542692838e+01
1.095999999999999943e+02,7.484204156874464786e+01,1.239558508946907445e+01,7.678971209902499595e+01,1.026104253893818985e+01
1.096999999999999886e+02,7.482831851961472580e+01,1.239837444305547720e+01,7.678525009295080395e+01,1.025947666388629465e+01
1.097999999999999829e+02,7.481636111992578719e+01,1.240089174862624333e+01,7.678129152747564490e+01,1.025723899347621604e+01
1.098999999999999773e+02,7.480619020881420056e+01,1.240310711547454225e+01,7.677774017085654634e+01,1.025426673735602812e+01
1.099999999999999716e+02,7.479782838933520850e+01,1.240499499678979589e+01,7.677460571270600553e+01,1.025054917096112916e+01
1.100999999999999943e+02,7.479130005078044974e+01,1.240653431909081839e+01,7.677203964962799887e+01,1.024618547087355047e+01
1.101999999999999886e+02,7.478663139275923299e+01,1.240770865415960778e+01,7.677024561696828187e+01,1.024139980903644798e+01
1.102999999999999829e+02,7.478386269392613883e+01,1.240851119896239751e+01,7.676942055552092370e+01,1.023652080436547962e+01
1.103999999999999773e+02,7.478306436220411513e+01,1.240894922314063820e+01,7.676976306427735608e+01,1.023192447476131584e+01
1.104999999999999716e+02,7.478433092495875201e+01,1.240903778778550581e+01,7.677146314911486513e+01,1.022798595264679733e+01
1.105999999999999943e+02,7.478777015646872428e+01,1.240878580130387832e+01,7.677465479039241814e+01,1.022503884742451241e+01
1.106999999999999886e+02,7.479348279080501527e+01,1.240818282833766339e+01,7.677944275645818095e+01,1.022337457606943190e+01
1.107999999999999829e+02,7.480154069801167793e+01,1.240720310200241450e+01,7.678600867195279989e+01,1.022321283425510074e+01
1.108999999999999773e+02,7.481200118508691332e+01,1.240582137846375588e+01,7.679458907941061341e+01,1.022458106543344414e+01
1.109999999999999716e+02,7.482492393125571084e+01,1.240401988670837952e+01,7.680541422561687170e+01,1.022734613531149783e+01
1.110999999999999943e+02,7.484028762982931937e+01,1.240180774809058306e+01,7.681871033109348446e+01,1.023133850575439752e+01
1.111999999999999886e+02,7.485790188489814057e+01,1.239923676580343859e+01,7.683466824520169780e+01,1.023645340213636779e+01
1.112999999999999829e+02,7.487747682140376071e+01,1.239637798423134285e+01,7.685334986793226619e+01,1.024268638817681953e+01
1.113999999999999773e+02,7.489870562883085370e+01,1.239330276295315336e+01,7.687460042339682786e+01,1.024999678648528523e+01
1.114999999999999716e+02,7.492128643954195866e+01,1.239008290062501594e+01,7.689806729308953948e+01,1.025824198468109216e+01
1.115999999999999943e+02,7.494492734652557431e+01,1.238679297918483257e+01,7.692330649673176879e+01,1.026724816179791233e+01
1.116999999999999886e+02,7.496933190891725474e+01,1.238351229445772717e+01,7.694990368452000951e+01,1.027686262867750422e+01
1.117999999999999829e+02,7.499419794926727434e+01,1.238031662199362160e+01,7.697755765865601063e+01,1.028697618866911512e+01
1.118999999999999773e+02,7.501922289917487774e+01,1.237726980246879194e+01,7.700606110598485543e+01,1.029750329596228475e+01
1.119999999999999716e+02,7.504410366505364038e+01,1.237442196171411446e+01,7.703523349745195503e+01,1.030835264801174489e+01
1.120999999999999943e+02,7.506855350024011386e+01,1.237180591382031025e+01,7.706490795844828767e+01,1.031942150464930918e+01
1.121999999999999886e+02,7.509231529193267818e+01,1.236943271855284188e+01,7.709490523143355745e+01,1.033057373866220807e+01
1.122999999999999829e+02,7.511513263931594508e+01,1.236729976645102980e+01,7.712499586898016446e+01,1.034161715967720419e+01
1.123999999999999773e+02,7.513679401563756244e+01,1.236539829180401640e+01,7.715495802388417701e+01,1.035233997155888908e+01
1.124999999999999716e+02,7.515724288331719549e+01,1.236370806715563653e+01,7.718463258441951780e+01,1.036260176527926902e+01
1.125999999999999943e+02,7.517655358933531318e+01,1.236220409497502537e+01,7.721390460736800776e+01,1.037236975869118716e+01
1.126999999999999886e+02,7.519482764407824504e+01,1.236087431812923221e+01,7.724267723789004947e+01,1.038165851642888349e+01
1.127999999999999829e+02,7.521215931927990539e+01,1.235972459860214734e+01,7.727085471540770811e+01,1.039050719474176532e+01
1.128999999999999773e+02,7.522862153535207597e+01,1.235877533228926772e+01,7.729833936219792179e+01,1.039899113573723177e+01
1.129999999999999716e+02,7.524424599994947016e+01,1.235806018600312406e+01,7.732504673093534109e+01,1.040721328876331064e+01
1.130999999999999943e+02,7.525902392675766350e+01,1.235762302789922273e+01,7.735091287038528662e+01,1.041530730484603851e+01
1.131999999999999886e+02,7.527289429334548743e+01,1.235750894231633801e+01,7.737587324144779188e+01,1.042342114804572795e+01
1.132999999999999829e+02,7.528575776633691419e+01,1.235774652414788832e+01,7.739985797215842922e+01,1.043168439359530275e+01
1.133999999999999773e+02,7.529751947473828011e+01,1.235834145559701192e+01,7.742281105981609812e+01,1.044018589699324018e+01
1.134999999999999716e+02,7.530809385655471999e+01,1.235929019620025926e+01,7.744473008677634596e+01,1.044900932048743414e+01
1.135999999999999943e+02,7.531739901972355256e+01,1.236058926194862195e+01,7.746566253640790478e+01,1.045825219095178760e+01
1.136999999999999886e+02,7.532538884942677271e+01,1.236221530153084736e+01,7.748553812130536755e+01,1.046788743878525807e+01
1.137999999999999829e+02,7.533208491113499861e+01,1.236410199482282479e+01,7.750406781343626506e+01,1.047768983358026418e+01
1.138999999999999773e+02,7.533758638547703868e+01,1.236615864138668996e+01,7.752087688773376328e+01,1.048735103713981509e+01
1.139999999999999716e+02,7.534207254648221408e+01,1.236829462316103267e+01,7.753559983367320285e+01,1.049656017313528089e+01
1.140999999999999943e+02,7.534576109820984868e+01,1.237042501371877457e+01,7.754787876194640717e+01,1.050503848389402961e+01
1.141999999999999886e+02,7.534884851527640137e+01,1.237248846001196334e+01,7.755748146011886490e+01,1.051262238839369445e+01
1.142999999999999829e+02,7.535148959490301479e+01,1.237445952269034599e+01,7.756442133460748778e+01,1.051927613889164626e+01
1.143999999999999773e+02,7.535381219186196233e+01,1.237632918166987395e+01,7.756889226345413135e+01,1.052502368841440195e+01
1.144999999999999716e+02,7.535592561511444387e+01,1.237808990887108607e+01,7.757129595162469116e+01,1.053002733601820573e+01
1.145999999999999943e+02,7.535789556734218309e+01,1.237973725153890392e+01,7.757230896600523806e+01,1.053466059645947084e+01
1.146999999999999886e+02,7.535971582201811714e+01,1.238127329056687032e+01,7.757267855111027188e+01,1.053935465284294182e+01
1.147999999999999829e+02,7.536132412383912538e+01,1.238271054565048246e+01,7.757296141764395259e+01,1.054445281634718157e+01
1.148999999999999773e+02,7.536264176685527616e+01,1.238406763480690387e+01,7.757340356612711219e+01,1.055014700785592829e+01
1.149999999999999716e+02,7.536358933995144582e+01,1.238536378104304170e+01,7.757395140928042565e+01,1.055641926851080470e+01
1.150999999999999943e+02,7.536409401016419451e+01,1.238661480915741464e+01,7.757437066551224802e+01,1.056309037310481891e+01
1.151999999999999886e+02,7.536410560066541109e+01,1.238782555032434729e+01,7.757436900346550601e+01,1.056995193770581487e+01
1.152999999999999829e+02,7.536359432199910202e+01,1.238899022247553994e+01,7.757364034847073242e+01,1.057681705225021673e+01
1.153999999999999773e+02,7.536253297328815393e+01,1.239010293801570128e+01,7.757186893430673535e+01,1.058350010039608868e+01
1.154999999999999716e+02,7.536089505359321095e+01,1.239116283047685130e+01,7.756873872255894753e+01,1.058981691748467568e+01
1.155999999999999943e+02,7.535865635522934269e+01,1.239217151091217062e+01,7.756394099065380487e+01,1.059557907864621207e+01
1.156999999999999886e+02,7.535579254574302865e+01,1.239313074222080857e+01,7.755726601362877659e+01,1.060060868679952328e+01
1.157999999999999829e+02,7.535227999555924328e+01,1.239404125624222175e+01,7.754872495660670495e+01,1.060478424821685550e+01
1.158999999999999773e+02,7.534808731622301536e+01,1.239490211675392395e+01,7.753849290472588507e+01,1.060802104419681591e+01
1.159999999999999716e+02,7.534315848352355260e+01,1.239571118577682718e+01,7.752678173582151544e+01,1.061021811467468901e+01
1.160999999999999943e+02,7.533740936561601131e+01,1.239647022557078593e+01,7.751386204174485783e+01,1.061127911070231811e+01
1.161999999999999886e+02,7.533075614663390240e+01,1.239718632664049736e+01,7.750014459283315205e+01,1.061118706728889727e+01
1.162999999999999829e+02,7.532314288859018347e+01,1.239786516141913353e+01,7.748610566718397763e+01,1.061000881065126755e+01
1.163999999999999773e+02,7.531452896367592587e+01,1.239851043900507932e+01,7.747208736029389797e+01,1.060780754426766670e+01
1.164999999999999716e+02,7.530487275605734965e+01,1.239912704590889625e+01,7.745823009745357979e+01,1.060459449138640942e+01
1.165999999999999943e+02,7.529413162078559196e+01,1.239972113703886158e+01,7.744461331007821059e+01,1.060039267334744295e+01
1.166999999999999886e+02,7.528226892178358298e+01,1.240030227735218737e+01,7.743138504744202066e+01,1.059532177910471518e+01
1.167999999999999829e+02,7.526926095252248672e+01,1.240089691870317523e+01,7.741878000818469729e+01,1.058960905217306880e+01
1.168999999999999773e+02,7.525509574514985900e+01,1.240155769594461077e+01,7.740709099257601622e+01,1.058354942579748581e+01
1.169999999999999716e+02,7.523977222772307982e+01,1.240234377990989145e+01,7.739661367846150597e+01,1.057749873169874277e+01
1.170999999999999943e+02,7.522331360247595455e+01,1.240330887872818977e+01,7.738762150908598869e+01,1.057189267924198894e+01
1.171999999999999886e+02,7.520578044475233526e+01,1.240451305619768618e+01,7.738037026888994774e+01,1.056714331585173383e+01
1.172999999999999829e+02,7.518725147086323091e+01,1.240602362202908537e+01,7.737506156427140525e+01,1.056349628612113456e+01
1.173999999999999773e+02,7.516776630232213563e+01,1.240789541331486312e+01,7.737182025824327525e+01,1.056106290048317042e+01
1.174999999999999716e+02,7.514729134105051855e+01,1.241015656260517375e+01,7.737072956496730569e+01,1.055992115770107809e+01
1.175999999999999943e+02,7.512576442949776379e+01,1.241282274263882535e+01,7.737184051271916019e+01,1.056012931691036449e+01
1.176999999999999886e+02,7.510315229183184726e+01,1.241591859718526969e+01,7.737515235015430903e+01,1.056170385997533678e+01
1.177999999999999829e+02,7.507946900845259108e+01,1.241947577681785653e+01,7.738062466026505604e+01,1.056462831446003925e+01
1.178999999999999773e+02,7.505475447563370039e+01,1.242351280376309930e+01,7.738820557459381178e+01,1.056887336013629941e+01
1.179999999999999716e+02,7.502904403790701338e+01,1.242803583191327554e+01,7.739784148519900953e+01,1.057440765694719076e+01
1.180999999999999943e+02,7.500236402081569054e+01,1.243305330636186312e+01,7.740947013460346682e+01,1.058120151659987584e+01
1.181999999999999886e+02,7.497473607153162334e+01,1.243857663496000576e+01,7.742302507224788144e+01,1.058923198156223222e+01
1.182999999999999829e+02,7.494632158471578975e+01,1.244459292539906947e+01,7.743844621752521107e+01,1.059848678576667957e+01
1.183999999999999773e+02,7.491768695313011506e+01,1.245100683136748287e+01,7.745565479343187576e+01,1.060894621079894407e+01
1.184999999999999716e+02,7.488978383810596995e+01,1.245761846409321905e+01,7.747451684506528125e+01,1.062056527740939949e+01
1.185999999999999943e+02,7.486341861570041090e+01,1.246420875998129496e+01,7.749483965444396460e+01,1.063327935125337653e+01
1.186999999999999886e+02,7.483888690556857171e+01,1.247064246449965985e+01,7.751638654604798262e+01,1.064701077557467457e+01
1.187999999999999829e+02,7.481626242012782768e+01,1.247684865376958818e+01,7.753890084653899351e+01,1.066166556639991825e+01
1.188999999999999773e+02,7.479561356264824212e+01,1.248276435019507602e+01,7.756209701144202029e+01,1.067711409562249258e+01
1.189999999999999716e+02,7.477695591640035389e+01,1.248832658927237205e+01,7.758563372489187770e+01,1.069317170165684949e+01
1.190999999999999659e+02,7.476028273625057352e+01,1.249347510302391839e+01,7.760917209591768540e+01,1.070957189303179291e+01
1.191999999999999886e+02,7.474559296774482675e+01,1.249815432688652983e+01,7.763243344417250569e+01,1.072592967580862222e+01
1.192999999999999829e+02,7.473288911390508815e+01,1.250231312480694967e+01,7.765530930721347147e+01,1.074181178038898388e+01
1.193999999999999773e+02,7.472218300042824524e+01,1.250590765940819615e+01,7.767795350036131197e+01,1.075684088532256233e+01
1.194999999999999716e+02,7.471350312393050785e+01,1.250890455372401178e+01,7.770064063049757408e+01,1.077069482930211031e+01
1.195999999999999659e+02,7.470688729295325459e+01,1.251127797202433101e+01,7.772367647283262215e+01,1.078310588186049301e+01
1.196999999999999886e+02,7.470237484006695183e+01,1.251300704688928889e+01,7.774740955491132866e+01,1.079386248606423138e+01
1.197999999999999829e+02,7.470000229035140649e+01,1.251407665496565969e+01,7.777215109194453646e+01,1.080275973648686794e+01
1.198999999999999773e+02,7.469979400915944723e+01,1.251447725110807774e+01,7.779806887766103785e+01,1.080955874310350140e+01
1.199999999999999716e+02,7.470176016350619363e+01,1.251420487740816334e+01,7.782516559795220701e+01,1.081407226392333065e+01
1.200999999999999659e+02,7.470590612074120429e+01,1.251326205505855249e+01,7.785336007060932673e+01,1.081633299226479394e+01
1.201999999999999886e+02,7.471223918947657694e+01,1.251165760127064530e+01,7.788257094463604346e+01,1.081658688892758491e+01
1.202999999999999829e+02,7.472077096395021556e+01,1.250940607299975404e+01,7.791274689301003775e+01,1.081516639295437443e+01
1.203999999999999773e+02,7.473151862964847680e+01,1.250652800658046182e+01,7.794388607374133926e+01,1.081244676830163876e+01
1.204999999999999716e+02,7.474450313145311497e+01,1.250305059750376913e+01,7.797603187187361584e+01,1.080881662533457188e+01
1.205999999999999659e+02,7.475975108394041513e+01,1.249900888475091065e+01,7.800921430554346614e+01,1.080460182959375715e+01
1.206999999999999886e+02,7.477730345045405613e+01,1.249444749037895086e+01,7.804341144906486250e+01,1.080004268602448292e+01
1.207999999999999829e+02,7.479713775542440146e+01,1.248943961242647127e+01,7.807851954655450299e+01,1.079532676977211914e+01
1.208999999999999773e+02,7.481907985069732092e+01,1.248409968228032874e+01,7.811433238529400569e+01,1.079059703808976067e+01
1.209999999999999716e+02,7.484287807311883967e+01,1.247855702147105994e+01,7.815058151636600314e+01,1.078596581729760118e+01
1.210999999999999659e+02,7.486827169904795198e+01,1.247293545814662075e+01,7.818691784357811514e+01,1.078147210799077804e+01
1.211999999999999886e+02,7.489497933746868341e+01,1.246735300038874605e+01,7.822284882954299690e+01,1.077697042795703908e+01
1.212999999999999829e+02,7.492270893912026963e+01,1.246191884100187153e+01,7.825777229184366490e+01,1.077212292310658270e+01
1.213999999999999773e+02,7.495116886989099214e+01,1.245673044466158075e+01,7.829108902491870481e+01,1.076646999421126161e+01
1.214999999999999716e+02,7.498006841990434168e+01,1.245187220298328512e+01,7.832227582633272789e+01,1.075947853935503673e+01
1.215999999999999659e+02,7.500912293052397217e+01,1.244741030837413476e+01,7.835085117646755748e+01,1.075058439669682997e+01
1.216999999999999886e+02,7.503805842034334717e+01,1.244338825714179109e+01,7.837644132578456890e+01,1.073933771924009051e+01
1.217999999999999829e+02,7.506660592580475111e+01,1.243983095005317097e+01,7.839896074125022096e+01,1.072562693523103050e+01
1.218999999999999773e+02,7.509450608031438890e+01,1.243674742518078347e+01,7.841863369875967749e+01,1.070969404255250446e+01
1.219999999999999716e+02,7.512153174194261851e+01,1.243412785268748344e+01,7.843587360960587773e+01,1.069194973407922689e+01
1.220999999999999659e+02,7.514755756500953510e+01,1.243193812489964323e+01,7.845118631595344993e+01,1.067283348415789490e+01
1.221999999999999886e+02,7.517260061539366234e+01,1.243012292182300449e+01,7.846512261354065743e+01,1.065277393926542615e+01
1.222999999999999829e+02,7.519673627907617686e+01,1.242862033660201604e+01,7.847816827540988527e+01,1.063217065352902146e+01
1.223999999999999773e+02,7.522003363061367054e+01,1.242736999350638705e+01,7.849064259558727485e+01,1.061134372678679938e+01
1.224999999999999716e+02,7.524256282801776763e+01,1.242631089101640995e+01,7.850269086106989391e+01,1.059052589773262909e+01
1.225999999999999659e+02,7.526439959210118502e+01,1.242537854031148115e+01,7.851432559811593137e+01,1.056990262437652994e+01
1.226999999999999886e+02,7.528561201138680303e+01,1.242450885008158323e+01,7.852550973106886545e+01,1.054961844926254066e+01
1.227999999999999829e+02,7.530624951367300923e+01,1.242364440486211663e+01,7.853616354291423818e+01,1.052973354662035277e+01
1.228999999999999773e+02,7.532635986969765440e+01,1.242273536669779688e+01,7.854613762309642766e+01,1.051021119885183985e+01
1.229999999999999716e+02,7.534600635511196742e+01,1.242173756465212087e+01,7.855531544457402049e+01,1.049101691385470048e+01
1.230999999999999659e+02,7.536526761181896461e+01,1.242061159107944768e+01,7.856369567550102317e+01,1.047218972204112042e+01
1.231999999999999886e+02,7.538422935122551394e+01,1.241932199626012867e+01,7.857133273553445463e+01,1.045380329342243897e+01
1.232999999999999829e+02,7.540297796072687220e+01,1.241783638098991815e+01,7.857829781012654280e+01,1.043594300721519552e+01
1.233999999999999773e+02,7.542157980145874774e+01,1.241614213569098801e+01,7.858467240795907571e+01,1.041869237979643792e+01
1.234999999999999716e+02,7.544004203421077648e+01,1.241427544924740367e+01,7.859050913087412482e+01,1.040209487787746667e+01
1.235999999999999659e+02,7.545831842463557848e+01,1.241231096973423398e+01,7.859577397760178030e+01,1.038613236399777939e+01
1.236999999999999886e+02,7.547635394331197745e+01,1.241032636798006017e+01,7.860033029536052140e+01,1.037072878572225854e+01
1.237999999999999829e+02,7.549408354134766341e+01,1.240839247070557860e+01,7.860401459040424754e+01,1.035578293095312041e+01
1.238999999999999773e+02,7.551141149230203098e+01,1.240657645523045716e+01,7.860669055343976197e+01,1.034119942781134505e+01
1.239999999999999716e+02,7.552822648541541639e+01,1.240494343870999217e+01,7.860823398234929016e+01,1.032689115040522232e+01
1.240999999999999659e+02,7.554441614449554265e+01,1.240355894077597299e+01,7.860850318341384479e+01,1.031275451893151640e+01
1.241999999999999886e+02,7.555986319059275047e+01,1.240249458349305200e+01,7.860734059101993410e+01,1.029863562431342316e+01
1.242999999999999829e+02,7.557444566784984374e+01,1.240183459960183754e+01,7.860463559175883574e+01,1.028435758500492270e+01
1.243999999999999773e+02,7.558806419196494630e+01,1.240164610356637631e+01,7.860037795680267436e+01,1.026978877911919952e+01
1.244999999999999716e+02,7.560066994621547565e+01,1.240193994694135959e+01,7.859466339202077734e+01,1.025486313081295009e+01
1.245999999999999659e+02,7.561226284696196842e+01,1.240269162403907544e+01,7.858767144719729458e+01,1.023956363579607043e+01
1.246999999999999886e+02,7.562287833849482865e+01,1.240387527589845718e+01,7.857962363883385137e+01,1.022390728623530975e+01
1.247999999999999829e+02,7.563256557181723849e+01,1.240546747553737461e+01,7.857079562278249796e+01,1.020798218056134310e+01
1.248999999999999773e+02,7.564137278140142939e+01,1.240744554585922366e+01,7.856152801166295774e+01,1.019197638415849383e+01
1.249999999999999716e+02,7.564934731770007659e+01,1.240978738821589644e+01,7.855212695086932229e+01,1.017609074721879381e+01
1.250999999999999659e+02,7.565653564352005844e+01,1.241247133733531705e+01,7.854275525499839716e+01,1.016044479007111789e+01
1.251999999999999886e+02,7.566300084397671810e+01,1.241546589878197082e+01,7.853342309882752659e+01,1.014507394606315493e+01
1.252999999999999829e+02,7.566884323524013212e+01,1.241871728163340904e+01,7.852409812505786135e+01,1.013003580996330300e+01
1.253999999999999773e+02,7.567418731769620877e+01,1.242215740732751961e+01,7.851483301672659820e+01,1.011553924848245423e+01
1.254999999999999716e+02,7.567916269402265073e+01,1.242571638094885955e+01,7.850576529740880005e+01,1.010191730880000627e+01
1.255999999999999659e+02,7.568389989407685903e+01,1.242932451814436590e+01,7.849705164438118743e+01,1.008952483095958108e+01
1.256999999999999886e+02,7.568852921254902810e+01,1.243291215064378008e+01,7.848883172887747151e+01,1.007870756091451803e+01
1.257999999999999829e+02,7.569316867566392659e+01,1.243640732915890013e+01,7.848119929329502042e+01,1.006979750181910482e+01
1.258999999999999773e+02,7.569790895528267072e+01,1.243973271659758595e+01,7.847409027274558468e+01,1.006294914949175556e+01
1.259999999999999716e+02,7.570280908537306175e+01,1.244280975083107599e+01,7.846720893544211606e+01,1.005797434448001937e+01
1.260999999999999659e+02,7.570788150053184040e+01,1.244556566815717247e+01,7.846016051165122462e+01,1.005449069450018307e+01
1.261999999999999886e+02,7.571305656422704544e+01,1.244795760417012787e+01,7.845256433777203142e+01,1.005210164814642937e+01
1.262999999999999829e+02,7.571817435904888782e+01,1.244999804632182006e+01,7.844405314052625044e+01,1.005041232283772956e+01
1.263999999999999773e+02,7.572303347601459222e+01,1.245173335416206584e+01,7.843427509288663657e+01,1.004902259771743367e+01
1.264999999999999716e+02,7.572743689797553657e+01,1.245321598889033332e+01,7.842291781453479871e+01,1.004753283294512833e+01
1.265999999999999659e+02,7.573122575324589434e+01,1.245450647192697602e+01,7.840979091308587101e+01,1.004558317062628348e+01
1.266999999999999886e+02,7.573429459689828036e+01,1.245567697678396435e+01,7.839488275506984394e+01,1.004288968018304296e+01
1.267999999999999829e+02,7.573657301231500583e+01,1.245680260199133826e+01,7.837829200683019337e+01,1.003923692146793911e+01
1.268999999999999773e+02,7.573803896131138913e+01,1.245795036291022484e+01,7.836016448616605601e+01,1.003449223980717164e+01
1.269999999999999716e+02,7.573873358991724558e+01,1.245917870067367339e+01,7.834068820783555509e+01,1.002860926099896410e+01
1.270999999999999659e+02,7.573874176358216914e+01,1.246053150830358724e+01,7.832005973761525297e+01,1.002156512693666279e+01
1.271999999999999886e+02,7.573819508999903860e+01,1.246201311720584393e+01,7.829843467454735162e+01,1.001332153408669079e+01
1.272999999999999829e+02,7.573725142890110362e+01,1.246358156491741198e+01,7.827587744094498134e+01,1.000382762106392143e+01
1.273999999999999773e+02,7.573612715687188768e+01,1.246533542228407576e+01,7.825234629371401240e+01,9.993014568772355943e+00
1.274999999999999716e+02,7.573515167744464804e+01,1.246763242966227558e+01,7.822774187635144472e+01,9.980795945907001254e+00
1.275999999999999659e+02,7.573458657919162818e+01,1.247072694938916548e+01,7.820194993344290424e+01,9.967081858997078214e+00
