Time (s),Mean DBP Fallers (mmHg),SD DBP Fallers (mmHg),Mean DBP Non-Fallers (mmHg),SD DBP Non-Fallers (mmHg)
1.076999999999999886e+02,6.189452709322127077e+01,1.320254903528333301e+01,7.252812308812598019e+01,1.202088318050556737e+01
1.077999999999999829e+02,6.181171730999287917e+01,1.315386591575772535e+01,7.248856778197072970e+01,1.199513708258965572e+01
1.078999999999999773e+02,6.174149345147237256e+01,1.310862463076489526e+01,7.245832455302961250e+01,1.197290223387158825e+01
1.079999999999999716e+02,6.175091507653806389e+01,1.312116554119060474e+01,7.243253404361773562e+01,1.195189085328894230e+01
1.080999999999999943e+02,6.176600311591188586e+01,1.313896552110592708e+01,7.238942450937034323e+01,1.194121572335797410e+01
1.081999999999999886e+02,6.178488844320211371e+01,1.316498752641988901e+01,7.238088290743186803e+01,1.193781112975791636e+01
1.082999999999999829e+02,6.180030090505540130e+01,1.319904368246181825e+01,7.239391745025159253e+01,1.193439152175437279e+01
1.083999999999999773e+02,6.182188245190239684e+01,1.324127579788258835e+01,7.239662930585265599e+01,1.194077556630617565e+01
1.084999999999999716e+02,6.183592673044090304e+01,1.326301164237659336e+01,7.236996604050450799e+01,1.189838673807570402e+01
1.085999999999999943e+02,6.186515280279021312e+01,1.327775383238908091e+01,7.236038363879411861e+01,1.183531824666899013e+01
1.086999999999999886e+02,6.188605037763888106e+01,1.327612870305711112e+01,7.236707153511898127e+01,1.177279509563514281e+01
1.087999999999999829e+02,6.188320033782287055e+01,1.324107070219908699e+01,7.237111277634923567e+01,1.172366302170411423e+01
1.088999999999999773e+02,6.187770711470972174e+01,1.320861187158893557e+01,7.236028577702671782e+01,1.166124984176972923e+01
1.089999999999999716e+02,6.187076042692390132e+01,1.317688177167640973e+01,7.231175776942706079e+01,1.161122055479404125e+01
1.090999999999999943e+02,6.186690977138813707e+01,1.314460306435407411e+01,7.226851595779041304e+01,1.156400683147419528e+01
1.091999999999999886e+02,6.186454274601967285e+01,1.311549959095152040e+01,7.220259205939383662e+01,1.152668954132471235e+01
1.092999999999999829e+02,6.186205345726584426e+01,1.310203876262943901e+01,7.217422700557568760e+01,1.152375485267943844e+01
1.093999999999999773e+02,6.185265551415795926e+01,1.310963816539911697e+01,7.214896427978037252e+01,1.155240238811302689e+01
1.094999999999999716e+02,6.184074704893073715e+01,1.310678991439841212e+01,7.213215651789897720e+01,1.157561182667266664e+01
1.095999999999999943e+02,6.180564878199869838e+01,1.307166359087971408e+01,7.212612533977271312e+01,1.158965235197184107e+01
1.096999999999999886e+02,6.176528000900084692e+01,1.303384572273751019e+01,7.210257238291835336e+01,1.159135895739893662e+01
1.097999999999999829e+02,6.172764018412412668e+01,1.299628476483866280e+01,7.210821160986468215e+01,1.161916108398700587e+01
1.098999999999999773e+02,6.169701305987250350e+01,1.296407265260948627e+01,7.213221855162214524e+01,1.165528397996851773e+01
1.099999999999999716e+02,6.167105174495412001e+01,1.293819828874192090e+01,7.215952224346992239e+01,1.171096470981291660e+01
1.100999999999999943e+02,6.165658377462612805e+01,1.292048186208121940e+01,7.216443454172457450e+01,1.176157663860258928e+01
1.101999999999999886e+02,6.165397564392839058e+01,1.289657973315569883e+01,7.217625730061111256e+01,1.182356713219099120e+01
1.102999999999999829e+02,6.168271155140894990e+01,1.291545090272430407e+01,7.219535256404219581e+01,1.189156054857623701e+01
1.103999999999999773e+02,6.172590861637267778e+01,1.295456696067512503e+01,7.222242070614292686e+01,1.196157172886454134e+01
1.104999999999999716e+02,6.176643994912458169e+01,1.299142507810815061e+01,7.222760072372285833e+01,1.201911479179747921e+01
1.105999999999999943e+02,6.180121214951771691e+01,1.302267539160414422e+01,7.221863972843061674e+01,1.209073178761544654e+01
1.106999999999999886e+02,6.182262001918121541e+01,1.304665115556107047e+01,7.216552178804840878e+01,1.209785630155823100e+01
1.107999999999999829e+02,6.184543571458669220e+01,1.307107280192045273e+01,7.214033855291722830e+01,1.210256463782789815e+01
1.108999999999999773e+02,6.186850392749812499e+01,1.309577410395163000e+01,7.210483768732775900e+01,1.213360409354012859e+01
1.109999999999999716e+02,6.190457270787042887e+01,1.309541698683044153e+01,7.204096202526812931e+01,1.219326751171824341e+01
1.110999999999999943e+02,6.190529271741952755e+01,1.306359500840927446e+01,7.198412315475677303e+01,1.222929222168388819e+01
1.111999999999999886e+02,6.189943958305190819e+01,1.301791734999497052e+01,7.193387451983343794e+01,1.225385493213363475e+01
1.112999999999999829e+02,6.190498373556777523e+01,1.297353289372144403e+01,7.189078404823830226e+01,1.228445144805193401e+01
1.113999999999999773e+02,6.191933385647563881e+01,1.293247349939829860e+01,7.184367067557401754e+01,1.230002094920635969e+01
1.114999999999999716e+02,6.192917373482790566e+01,1.289434408674166477e+01,7.182000393550002570e+01,1.224747378622765126e+01
1.115999999999999943e+02,6.194079385026252282e+01,1.285761824437690315e+01,7.185959578030949046e+01,1.218199315117968773e+01
1.116999999999999886e+02,6.195407285601014280e+01,1.282206346202765168e+01,7.190356236647744481e+01,1.212810109868621211e+01
1.117999999999999829e+02,6.196944640715982189e+01,1.278498420725817297e+01,7.195639469100092356e+01,1.209440196225090780e+01
1.118999999999999773e+02,6.196532877665628547e+01,1.271728070441713143e+01,7.201952427473524665e+01,1.205035871922044066e+01
1.119999999999999716e+02,6.195830443622980965e+01,1.264159703487616149e+01,7.207363015387839766e+01,1.200083667557526290e+01
1.120999999999999943e+02,6.194943009944896062e+01,1.257386986998549183e+01,7.214484598217900668e+01,1.196391859154584303e+01
1.121999999999999886e+02,6.193776189649287289e+01,1.249172650057259659e+01,7.221523566731698907e+01,1.192301583251665598e+01
1.122999999999999829e+02,6.191846446693514139e+01,1.239778039722393643e+01,7.227810709150675450e+01,1.188630975311502169e+01
1.123999999999999773e+02,6.188193533765286958e+01,1.230481186301850371e+01,7.238928030180750284e+01,1.186358213321174482e+01
1.124999999999999716e+02,6.183318070269418598e+01,1.222714477375585496e+01,7.251532477850035718e+01,1.185962419863023776e+01
1.125999999999999943e+02,6.177875231088807340e+01,1.215640694645274777e+01,7.267653879363078318e+01,1.185804658369048958e+01
1.126999999999999886e+02,6.177699224939663480e+01,1.214773771358788679e+01,7.282769949130872078e+01,1.187753505772685436e+01
1.127999999999999829e+02,6.178597564426929267e+01,1.215830814868596121e+01,7.294241122335493799e+01,1.192053602858836925e+01
1.128999999999999773e+02,6.179517077037934314e+01,1.217282223941050923e+01,7.296768363624498477e+01,1.191138251960171424e+01
1.129999999999999716e+02,6.179994464284281719e+01,1.219714713356829705e+01,7.299262259942062769e+01,1.190742650797295532e+01
1.130999999999999943e+02,6.181394900387710578e+01,1.223264048270629623e+01,7.300777533428592392e+01,1.191382237930944932e+01
1.131999999999999886e+02,6.184191285158757978e+01,1.226231264241542895e+01,7.300441296676065406e+01,1.189696740731159430e+01
1.132999999999999829e+02,6.188695127130152684e+01,1.228949632991333907e+01,7.297392627785349362e+01,1.186185934815725140e+01
1.133999999999999773e+02,6.196914069989941964e+01,1.232402938996902186e+01,7.293676732007764940e+01,1.183469545923057176e+01
1.134999999999999716e+02,6.202316821627101717e+01,1.227507551654271190e+01,7.292977550358341432e+01,1.182112314380186646e+01
1.135999999999999943e+02,6.207990686259569202e+01,1.221520200703084846e+01,7.290286461744766200e+01,1.181737273854228043e+01
1.136999999999999886e+02,6.213984531477048279e+01,1.215662974571866428e+01,7.290054353896172756e+01,1.183945665665076419e+01
1.137999999999999829e+02,6.221022150863461064e+01,1.211151310418638793e+01,7.292413570905694087e+01,1.185168961447665659e+01
1.138999999999999773e+02,6.229028101941548812e+01,1.207606505179066581e+01,7.298107800257416500e+01,1.186365853075571763e+01
1.139999999999999716e+02,6.236325891810321309e+01,1.203548377634378674e+01,7.304630492964979283e+01,1.188488515213661323e+01
1.140999999999999943e+02,6.242540452582378663e+01,1.201069179073259718e+01,7.311029453265688005e+01,1.191557083688326024e+01
1.141999999999999886e+02,6.247953737822855658e+01,1.201043028482726527e+01,7.320928855791790113e+01,1.194449489194490255e+01
1.142999999999999829e+02,6.252097935637003445e+01,1.200730567665732629e+01,7.330146529362505703e+01,1.193470758258109399e+01
1.143999999999999773e+02,6.256440638947147903e+01,1.200869202785848522e+01,7.335761831456555626e+01,1.193053736981036828e+01
1.144999999999999716e+02,6.259046034412327941e+01,1.200900055060027860e+01,7.346253690574064876e+01,1.193758263288391674e+01
1.145999999999999943e+02,6.262040298839302466e+01,1.201452413580636502e+01,7.355690378084409531e+01,1.194382845265546855e+01
1.146999999999999886e+02,6.265686459001538822e+01,1.202702575504027749e+01,7.361894391183633957e+01,1.194880907904966172e+01
1.147999999999999829e+02,6.269041170971553356e+01,1.205063396909557660e+01,7.361207136379270821e+01,1.196854154987155283e+01
1.148999999999999773e+02,6.272544516476634868e+01,1.207342336438669328e+01,7.360357633175624414e+01,1.201348402776794977e+01
1.149999999999999716e+02,6.275909388675712108e+01,1.209521736910478928e+01,7.359580844379759412e+01,1.207866164218321181e+01
1.150999999999999943e+02,6.278051215822630127e+01,1.211617805088241795e+01,7.356608821158651779e+01,1.214661676374010923e+01
1.151999999999999886e+02,6.277754354775708379e+01,1.213653956359319430e+01,7.349672420477727997e+01,1.218844462959911112e+01
1.152999999999999829e+02,6.276547613525994507e+01,1.216646210417880702e+01,7.337856215905198098e+01,1.219920823067948490e+01
1.153999999999999773e+02,6.274849867524996938e+01,1.219850670583918273e+01,7.325977568466916523e+01,1.221379024017118731e+01
1.154999999999999716e+02,6.271957901903759591e+01,1.224514581656031176e+01,7.318427297312750568e+01,1.223152717483817575e+01
1.155999999999999943e+02,6.269021839559449916e+01,1.228262127023916328e+01,7.318844862758085412e+01,1.221528490470067396e+01
1.156999999999999886e+02,6.267264688473871104e+01,1.233652645589840091e+01,7.324026354731444144e+01,1.221704044095983654e+01
1.157999999999999829e+02,6.265998804647988152e+01,1.235160993366836202e+01,7.330438252962589729e+01,1.222359450773579859e+01
1.158999999999999773e+02,6.263099492821470449e+01,1.234423523708734649e+01,7.337020274479260706e+01,1.222956868523475649e+01
1.159999999999999716e+02,6.262226288299873289e+01,1.232608762514184164e+01,7.346609185693948518e+01,1.224068188902021781e+01
1.160999999999999943e+02,6.261815640723858678e+01,1.230853526864183323e+01,7.358773447159599357e+01,1.225899715344642615e+01
1.161999999999999886e+02,6.261567356776217252e+01,1.229024815526607206e+01,7.367013611235202575e+01,1.227782155617983229e+01
1.162999999999999829e+02,6.260213941961143291e+01,1.225818883963095018e+01,7.376095752511029957e+01,1.228913350821194328e+01
1.163999999999999773e+02,6.257124444417193843e+01,1.223445273045336812e+01,7.394081815341856156e+01,1.233226449818097770e+01
1.164999999999999716e+02,6.251941203629753829e+01,1.222136931078130750e+01,7.412064111272678701e+01,1.249919624184027711e+01
1.165999999999999943e+02,6.246516079394351095e+01,1.221336937229481201e+01,7.429100018296752239e+01,1.275179932546066297e+01
1.166999999999999886e+02,6.242271263501625356e+01,1.221014265967164647e+01,7.443364954852528115e+01,1.307171477609646182e+01
1.167999999999999829e+02,6.239192408810675516e+01,1.221351346191019616e+01,7.443424408473788390e+01,1.311350040480888879e+01
1.168999999999999773e+02,6.236798729108371475e+01,1.222334077196567925e+01,7.435528214734205221e+01,1.301432799404739349e+01
1.169999999999999716e+02,6.234627475796749962e+01,1.224353662331198578e+01,7.428668893224919145e+01,1.292080842002324736e+01
1.170999999999999943e+02,6.234063211621814560e+01,1.224917886702180070e+01,7.416170947860400986e+01,1.279456955380353733e+01
1.171999999999999886e+02,6.233816022013120062e+01,1.226754589260646355e+01,7.404396567112789285e+01,1.267188048175207982e+01
1.172999999999999829e+02,6.232052881455368976e+01,1.230491117245348676e+01,7.395905925233127221e+01,1.255290443290067870e+01
1.173999999999999773e+02,6.230694747093058083e+01,1.236604822524792091e+01,7.388912583071896734e+01,1.245219982495406974e+01
1.174999999999999716e+02,6.230054983173832284e+01,1.243464050378445584e+01,7.381066452662662414e+01,1.238168497635291132e+01
1.175999999999999943e+02,6.229368582861219750e+01,1.248586047126631016e+01,7.376324756664764948e+01,1.228508146476210072e+01
1.176999999999999886e+02,6.228053753912263346e+01,1.252998969635825688e+01,7.369595800110100470e+01,1.216166755683046752e+01
1.177999999999999829e+02,6.225719899604799679e+01,1.257161910713480424e+01,7.363258296022279126e+01,1.206418707603599749e+01
1.178999999999999773e+02,6.221732104519680462e+01,1.262276004638372484e+01,7.357619645862827440e+01,1.199478649091166282e+01
1.179999999999999716e+02,6.216632338183407569e+01,1.266081994630863150e+01,7.352687035620135703e+01,1.195288554931915037e+01
1.180999999999999943e+02,6.213814041351984940e+01,1.262561119484849570e+01,7.350612810799101737e+01,1.197981053808757501e+01
1.181999999999999886e+02,6.213580461922155251e+01,1.258839782099953197e+01,7.349902648819127648e+01,1.201743779277430590e+01
1.182999999999999829e+02,6.212573903026039801e+01,1.255538632803322763e+01,7.353093202065602441e+01,1.201126119251766156e+01
1.183999999999999773e+02,6.210965453450005924e+01,1.252712450056850280e+01,7.355333339851030416e+01,1.199548206995491739e+01
1.184999999999999716e+02,6.209900444927033902e+01,1.249620272460873771e+01,7.360399504335133258e+01,1.198485869829168671e+01
1.185999999999999943e+02,6.209324836746381493e+01,1.245837729502744473e+01,7.367140895666913991e+01,1.198162033048593678e+01
1.186999999999999886e+02,6.208893489843173796e+01,1.240438915390370944e+01,7.373459220498440914e+01,1.200148157621223710e+01
1.187999999999999829e+02,6.208515651322717588e+01,1.234508998120682577e+01,7.380415851398984728e+01,1.209373327820470756e+01
1.188999999999999773e+02,6.204618909021176876e+01,1.228939790915180552e+01,7.381526103248005199e+01,1.215256802025619010e+01
1.189999999999999716e+02,6.199873839992130087e+01,1.223369286686470758e+01,7.376300118934125294e+01,1.218569085901794224e+01
1.190999999999999659e+02,6.195274566126720828e+01,1.216817747921664861e+01,7.368385479731499288e+01,1.224470691568595626e+01
1.191999999999999886e+02,6.190816764808836581e+01,1.210288249282201001e+01,7.358895022469279468e+01,1.230791696979225947e+01
1.192999999999999829e+02,6.186583687263135545e+01,1.206315790239729857e+01,7.350180634507131572e+01,1.236240643819736285e+01
1.193999999999999773e+02,6.182840158434263600e+01,1.202906114367762314e+01,7.339324308644704331e+01,1.232766859784300451e+01
1.194999999999999716e+02,6.180684605408784904e+01,1.200769948533812936e+01,7.329044421865791037e+01,1.231264537299850126e+01
1.195999999999999659e+02,6.178549469523188264e+01,1.198838402032291839e+01,7.319766120538261589e+01,1.231072079942523523e+01
1.196999999999999886e+02,6.176558156681576861e+01,1.197509331907133223e+01,7.312215061266294924e+01,1.231868481240632107e+01
1.197999999999999829e+02,6.174890572651734999e+01,1.196337944805913089e+01,7.307155923762633165e+01,1.234688551770521237e+01
1.198999999999999773e+02,6.174089717682770839e+01,1.196675244199787080e+01,7.310946680891514404e+01,1.240936421834683401e+01
1.199999999999999716e+02,6.175897353135701451e+01,1.195437116399932798e+01,7.321902341345148102e+01,1.247934838078867870e+01
1.200999999999999659e+02,6.180065603873531188e+01,1.195472770951554509e+01,7.332908630717383858e+01,1.255649888247785917e+01
1.201999999999999886e+02,6.184425986136457709e+01,1.196031200989349230e+01,7.344863202318575190e+01,1.261228643008549177e+01
1.202999999999999829e+02,6.189191123956810259e+01,1.196255636337984818e+01,7.354221041227221178e+01,1.262837538394704318e+01
1.203999999999999773e+02,6.194166955432964272e+01,1.196065764034941559e+01,7.359036892340668601e+01,1.257535647905859122e+01
1.204999999999999716e+02,6.200686834281295035e+01,1.193172861919394023e+01,7.363936074297367895e+01,1.252049692735305619e+01
1.205999999999999659e+02,6.205947932964547675e+01,1.190283853727071417e+01,7.367110627302976411e+01,1.246524555605167706e+01
1.206999999999999886e+02,6.209793914472344056e+01,1.187154932537188934e+01,7.367013963531238119e+01,1.240251151375199790e+01
1.207999999999999829e+02,6.214314119653811730e+01,1.186480310935275995e+01,7.363619608785973014e+01,1.233833934430961676e+01
1.208999999999999773e+02,6.218786693170690683e+01,1.184501724613117268e+01,7.357647721310600275e+01,1.228610348099082827e+01
1.209999999999999716e+02,6.222101488678446657e+01,1.182074282204101934e+01,7.354246437409838677e+01,1.231594263262566891e+01
1.210999999999999659e+02,6.226243207053093442e+01,1.180369426883652473e+01,7.353414393208531408e+01,1.237734030424268994e+01
1.211999999999999886e+02,6.228927084989539509e+01,1.180553276170846111e+01,7.355044908332241960e+01,1.242964740367210297e+01
1.212999999999999829e+02,6.228211737035717022e+01,1.184798435107058978e+01,7.354185779162116887e+01,1.242963198469517927e+01
1.213999999999999773e+02,6.225901615755457641e+01,1.187442144438348102e+01,7.355814874198452458e+01,1.240536021432915703e+01
1.214999999999999716e+02,6.225090850539066167e+01,1.191500732734052725e+01,7.361373938930073280e+01,1.238064399878826372e+01
1.215999999999999659e+02,6.224383002174051427e+01,1.195977414272408978e+01,7.365594621663758801e+01,1.226289880960356093e+01
1.216999999999999886e+02,6.223682100138531581e+01,1.201050486357785374e+01,7.370629479316532695e+01,1.214484638773049419e+01
1.217999999999999829e+02,6.223532648046182914e+01,1.206633322912472295e+01,7.375854762317797508e+01,1.204639742863957075e+01
1.218999999999999773e+02,6.222618604677377618e+01,1.211885360669084655e+01,7.380092797676925898e+01,1.195397388018644946e+01
1.219999999999999716e+02,6.222057688455209501e+01,1.217461222511826513e+01,7.383429716548985766e+01,1.190788012302017229e+01
1.220999999999999659e+02,6.226001313043020957e+01,1.220575497483492278e+01,7.387245420206730273e+01,1.195651621249374941e+01
1.221999999999999886e+02,6.228654219370324086e+01,1.221413352568834476e+01,7.389007188979462626e+01,1.202264051528233679e+01
1.222999999999999829e+02,6.227852428769493542e+01,1.219827331733256770e+01,7.390724368507200381e+01,1.211289992374974922e+01
1.223999999999999773e+02,6.227308706192738441e+01,1.219061632442305410e+01,7.391163229138848578e+01,1.219717750070473627e+01
1.224999999999999716e+02,6.226623818031495006e+01,1.218513481022903200e+01,7.392732555654765747e+01,1.227330604193579511e+01
1.225999999999999659e+02,6.227318629626819302e+01,1.217943649071226986e+01,7.393461893037752475e+01,1.233889686240902961e+01
1.226999999999999886e+02,6.228408344499258931e+01,1.216895344346160712e+01,7.394153077341090352e+01,1.237489823981867687e+01
1.227999999999999829e+02,6.227605587822034039e+01,1.215987660329905395e+01,7.396302120206865993e+01,1.241338905740453136e+01
1.228999999999999773e+02,6.224460802051984132e+01,1.216680093490971437e+01,7.398934711622010241e+01,1.245043928567559277e+01
1.229999999999999716e+02,6.222517762421201581e+01,1.219567879839751789e+01,7.404443912563588981e+01,1.251103189418094175e+01
1.230999999999999659e+02,6.223108356665123608e+01,1.224552501262583348e+01,7.407759773038648632e+01,1.255789016066029617e+01
1.231999999999999886e+02,6.223174489209031890e+01,1.230176365935882465e+01,7.409619454901664426e+01,1.259745905114295006e+01
1.232999999999999829e+02,6.224170041828284639e+01,1.236286384469783606e+01,7.409195473803283960e+01,1.268254361495820604e+01
1.233999999999999773e+02,6.228390734915764426e+01,1.243015154010344681e+01,7.409105289338911859e+01,1.277898055760414131e+01
1.234999999999999716e+02,6.233792424736384419e+01,1.250129273512058603e+01,7.408145352115579385e+01,1.288591083709959584e+01
1.235999999999999659e+02,6.238805135613572617e+01,1.258019256499766669e+01,7.407347781357343308e+01,1.300094349785225845e+01
1.236999999999999886e+02,6.243789761579677133e+01,1.266691965825839361e+01,7.406259055747851505e+01,1.310233226786568217e+01
1.237999999999999829e+02,6.248878631983089349e+01,1.273528011999727383e+01,7.406828462047525363e+01,1.322110800079432735e+01
1.238999999999999773e+02,6.252692779795124522e+01,1.277437977532904867e+01,7.408261829485283556e+01,1.334346793176830914e+01
1.239999999999999716e+02,6.256414039059542631e+01,1.280540602824966712e+01,7.411026562620165237e+01,1.344706933533472792e+01
1.240999999999999659e+02,6.259370538277911322e+01,1.285101539270497994e+01,7.414778102850175401e+01,1.346041576472982015e+01
1.241999999999999886e+02,6.257216652734926754e+01,1.286175550074524843e+01,7.422436711722436087e+01,1.341420359701489318e+01
1.242999999999999829e+02,6.255133588989518501e+01,1.287399541215081555e+01,7.429747704136489972e+01,1.337162064113722160e+01
1.243999999999999773e+02,6.254956044979613239e+01,1.286210653299728612e+01,7.434288583852492138e+01,1.331136336797411879e+01
1.244999999999999716e+02,6.256029288704797864e+01,1.282240598104312035e+01,7.439004073354031732e+01,1.325724987125819609e+01
1.245999999999999659e+02,6.257157787766326607e+01,1.278567699780547073e+01,7.446472781858743417e+01,1.323518140228068951e+01
1.246999999999999886e+02,6.257225005838695608e+01,1.275594503791402445e+01,7.453278390219465166e+01,1.327921809644810303e+01
1.247999999999999829e+02,6.257224577018251921e+01,1.272715531514681153e+01,7.455259423617566483e+01,1.332002671511338043e+01
1.248999999999999773e+02,6.257465599999725470e+01,1.269794860497088074e+01,7.453460854631090626e+01,1.336276028009115535e+01
1.249999999999999716e+02,6.256786413518387491e+01,1.266575955701828171e+01,7.447328532381109767e+01,1.339476381243596137e+01
1.250999999999999659e+02,6.257081731302196204e+01,1.264238377144685188e+01,7.439426370883721518e+01,1.340439117274349634e+01
1.251999999999999886e+02,6.259565848914441233e+01,1.263020787551213964e+01,7.431652515013202276e+01,1.339794984031681757e+01
1.252999999999999829e+02,6.261906563147427818e+01,1.261775894783130170e+01,7.425615819285063424e+01,1.339558166484616208e+01
1.253999999999999773e+02,6.265818884152093915e+01,1.260573111247974687e+01,7.420770618375890137e+01,1.341789019322890297e+01
1.254999999999999716e+02,6.269883190497520076e+01,1.259354637764617024e+01,7.414040596664189309e+01,1.345205187727792584e+01
1.255999999999999659e+02,6.273877916746540961e+01,1.258029318845234457e+01,7.408486221499151725e+01,1.350615028920998206e+01
1.256999999999999886e+02,6.277720301771629607e+01,1.256258865721615869e+01,7.408161379502946886e+01,1.356958852386924264e+01
1.257999999999999829e+02,6.282839527287536185e+01,1.255685747812942132e+01,7.410822415214579451e+01,1.359929420664273891e+01
1.258999999999999773e+02,6.288026805135035602e+01,1.255259549285458398e+01,7.413060877809661520e+01,1.364603140965661687e+01
1.259999999999999716e+02,6.290334740500480848e+01,1.252430447486516485e+01,7.414319455333077258e+01,1.370183664914539357e+01
1.260999999999999659e+02,6.291544912508201293e+01,1.250611469732158199e+01,7.414984182964549575e+01,1.374215228809834066e+01
1.261999999999999886e+02,6.291364552723531745e+01,1.249416587190565053e+01,7.413270267419869697e+01,1.373915944548032719e+01
1.262999999999999829e+02,6.290635733614772107e+01,1.247944758026113732e+01,7.410204641897021816e+01,1.368112368327135719e+01
1.263999999999999773e+02,6.288718474284596027e+01,1.246616802786196665e+01,7.409145901851294980e+01,1.362175366493392836e+01
1.264999999999999716e+02,6.285803674047296852e+01,1.245491236316836847e+01,7.402970513868866931e+01,1.358131145398402850e+01
1.265999999999999659e+02,6.283608378519519277e+01,1.245038370646363646e+01,7.395537889494691797e+01,1.354760769946398469e+01
1.266999999999999886e+02,6.280427565461296524e+01,1.244085963087007052e+01,7.390351282624118312e+01,1.353929227384745815e+01
1.267999999999999829e+02,6.282561436096104046e+01,1.247448382922519805e+01,7.387647619628098994e+01,1.353536294433953913e+01
1.268999999999999773e+02,6.288524347835981132e+01,1.251808759869244447e+01,7.385995235713315310e+01,1.352453357599893380e+01
1.269999999999999716e+02,6.297404172351279783e+01,1.258924645046811008e+01,7.385382385494801838e+01,1.350497651717643421e+01
1.270999999999999659e+02,6.307975595031150107e+01,1.265725234626897233e+01,7.386233099266249269e+01,1.347157406868612384e+01
1.271999999999999886e+02,6.318675575174223980e+01,1.273333848317127170e+01,7.391204446111322568e+01,1.354623337034473707e+01
1.272999999999999829e+02,6.325466016064257957e+01,1.277808568080546081e+01,7.394708782324804019e+01,1.355266736963384844e+01
1.273999999999999773e+02,6.322885266604866672e+01,1.272736572630567942e+01,7.396708004988524010e+01,1.354438099470422152e+01
1.274999999999999716e+02,6.319054021246582664e+01,1.266711796708244364e+01,7.401206191121876543e+01,1.354538052407373883e+01
1.275999999999999659e+02,6.315440494492494850e+01,1.261395854854721144e+01,7.409185532446133493e+01,1.359045986411424245e+01
1.276999999999999886e+02,6.312099327551292305e+01,1.256843605138094588e+01,7.410018666304588919e+01,1.362170156969142809e+01
1.277999999999999829e+02,6.310745029066580258e+01,1.255039539326842402e+01,7.406147901099447495e+01,1.351780158501229145e+01
1.278999999999999773e+02,6.308916719295135778e+01,1.253671607768444218e+01,7.403785256934590109e+01,1.343473318997528132e+01
1.279999999999999716e+02,6.307684604406951934e+01,1.252518395076120683e+01,7.399403682902935486e+01,1.334776531081030271e+01
1.280999999999999659e+02,6.310740522806833752e+01,1.253376573768816371e+01,7.396598658434081131e+01,1.330140484396187084e+01
1.281999999999999886e+02,6.313235643664729935e+01,1.254996896856886934e+01,7.391999132880651757e+01,1.329711071325132643e+01
1.282999999999999829e+02,6.319293216930065427e+01,1.255959365844131170e+01,7.386086421765773480e+01,1.326098846132280862e+01
1.283999999999999773e+02,6.328216680603249245e+01,1.256386639880579104e+01,7.380952018382839697e+01,1.319882978305479782e+01
1.284999999999999716e+02,6.335913487465656146e+01,1.256021248218979913e+01,7.377035442815385125e+01,1.316475752792540810e+01
1.285999999999999659e+02,6.341989718506321339e+01,1.254878717063620641e+01,7.371369531220791771e+01,1.313248125244697384e+01
1.286999999999999886e+02,6.341343107595614725e+01,1.251340216965657781e+01,7.366787769403791231e+01,1.310785588230127807e+01
1.287999999999999829e+02,6.340250683171155544e+01,1.247866172697138509e+01,7.365072175018529776e+01,1.312875421276817356e+01
1.288999999999999773e+02,6.340403889633502388e+01,1.245923371730836315e+01,7.364130619545981915e+01,1.316017551468115521e+01
1.289999999999999716e+02,6.340449840972365791e+01,1.244671403159154899e+01,7.361647285516659167e+01,1.320255224865051780e+01
1.290999999999999659e+02,6.338494757660311762e+01,1.245676258515034185e+01,7.359896237374964301e+01,1.326582153230532235e+01
1.291999999999999886e+02,6.335807610962925907e+01,1.245420721456504332e+01,7.357971986440026058e+01,1.333581241112714721e+01
1.292999999999999829e+02,6.333283417019885064e+01,1.244996527119271867e+01,7.356407719789761757e+01,1.340777624245812305e+01
1.293999999999999773e+02,6.334176566852056567e+01,1.247406353381944655e+01,7.361438629438913495e+01,1.346799955268463123e+01
1.294999999999999716e+02,6.337917002810333145e+01,1.246425963368819900e+01,7.365991023566164131e+01,1.354703663283430259e+01
1.295999999999999659e+02,6.341099856182514571e+01,1.244110532955047788e+01,7.370174564020788921e+01,1.361328437495823351e+01
1.296999999999999886e+02,6.344378922836323653e+01,1.242031843478416420e+01,7.373939985674991249e+01,1.369000916027203552e+01
1.297999999999999829e+02,6.347394439873944094e+01,1.240436335142675439e+01,7.377249359980702081e+01,1.374898103440821906e+01
1.298999999999999773e+02,6.349723002363410984e+01,1.238296782712297883e+01,7.375177377376030563e+01,1.371833908534166468e+01
1.299999999999999716e+02,6.352906346194431819e+01,1.236879437243928770e+01,7.369680921233047854e+01,1.367405801588619241e+01
1.300999999999999659e+02,6.358005592955051810e+01,1.236700142303932637e+01,7.361697304149113563e+01,1.362739160818461315e+01
1.301999999999999886e+02,6.363486244804959568e+01,1.238120849643638977e+01,7.355385734573836487e+01,1.357777961331772509e+01
1.302999999999999829e+02,6.368373033052012033e+01,1.239066130362921747e+01,7.351833874059339280e+01,1.351749668168607421e+01
1.303999999999999773e+02,6.372899185590937776e+01,1.240302693341887164e+01,7.349448641157445650e+01,1.345310866167552533e+01
1.304999999999999716e+02,6.377574075462185021e+01,1.241258437053467922e+01,7.350532551292087646e+01,1.344558628535607347e+01
1.305999999999999659e+02,6.379505490537669488e+01,1.245417804921482663e+01,7.352115484881947793e+01,1.344020757860494264e+01
1.306999999999999886e+02,6.379311938898883483e+01,1.248231917799543389e+01,7.357863160586170181e+01,1.344097005464815631e+01
1.307999999999999829e+02,6.378351307859382047e+01,1.250111746873792562e+01,7.370041452359328105e+01,1.344508078042574972e+01
