Time (s),Mean SBP Fallers (mmHg),SD SBP Fallers (mmHg),Mean SBP Non-Fallers (mmHg),SD SBP Non-Fallers (mmHg)
4.089999999999997726e+01,9.491439573698090726e+01,2.015961447119922667e+01,1.249249607192680571e+02,2.737925862195460880e+01
4.100000000000000000e+01,9.485112219579765735e+01,2.020837475495938307e+01,1.248113289670672827e+02,2.733857141157395532e+01
4.109999999999999432e+01,9.474014094412098075e+01,2.021377165127465148e+01,1.248224763124992904e+02,2.744881982811492449e+01
4.119999999999998863e+01,9.458998970343246526e+01,2.015114903243415512e+01,1.249154374878995668e+02,2.763348680220585152e+01
4.129999999999998295e+01,9.441559308815489260e+01,2.007016896004379447e+01,1.249829153136983848e+02,2.776281551215253884e+01
4.139999999999997726e+01,9.424641250973115802e+01,2.000066337233148417e+01,1.250449627155144725e+02,2.787582233140886956e+01
4.150000000000000000e+01,9.411695741360026091e+01,1.987967466618100687e+01,1.251071379894795257e+02,2.799750884405336748e+01
4.159999999999999432e+01,9.399905232908142239e+01,1.976573840479331068e+01,1.251132957394524965e+02,2.806800708440264103e+01
4.169999999999998863e+01,9.392876508889415277e+01,1.968103927678311749e+01,1.251141995939651963e+02,2.814767079463007349e+01
4.179999999999998295e+01,9.388140849841836655e+01,1.961531688788592120e+01,1.251778581748018269e+02,2.823858319996826438e+01
4.189999999999997726e+01,9.386187196196635796e+01,1.956163810135202397e+01,1.252944564404833017e+02,2.824656534208198266e+01
4.200000000000000000e+01,9.393882316006079236e+01,1.951965817653255542e+01,1.254340497964789165e+02,2.830681435417917768e+01
4.209999999999999432e+01,9.404172880705539228e+01,1.951252812084745614e+01,1.256110103637759323e+02,2.844745167956504162e+01
4.219999999999998863e+01,9.414104445369419238e+01,1.950746646628020642e+01,1.257559163886708404e+02,2.853488738758460030e+01
4.229999999999998295e+01,9.426619863269959865e+01,1.950759229849454712e+01,1.258961005663853285e+02,2.865840903105941706e+01
4.239999999999997726e+01,9.439637826001076348e+01,1.951533829487435057e+01,1.260241208854230592e+02,2.879619212655985194e+01
4.250000000000000000e+01,9.451148100270242480e+01,1.951172273327493656e+01,1.260979460895657951e+02,2.887304566290478292e+01
4.259999999999999432e+01,9.461923245955618711e+01,1.949371816253792389e+01,1.260263681350379130e+02,2.883654021112203125e+01
4.269999999999998863e+01,9.472987102522999692e+01,1.946543826433038760e+01,1.259004196829273070e+02,2.877608008450171084e+01
4.279999999999998295e+01,9.481778560137561840e+01,1.944810561551810224e+01,1.257000781908216709e+02,2.859662397622717123e+01
4.289999999999997726e+01,9.482960598117210793e+01,1.941384850979732235e+01,1.254784428271811123e+02,2.847592689577364311e+01
4.300000000000000000e+01,9.480690232806966833e+01,1.935713253396292188e+01,1.252699075296402356e+02,2.830704321702502924e+01
4.309999999999999432e+01,9.475871069788274781e+01,1.932708901136561153e+01,1.251478357819894995e+02,2.801574117298349975e+01
4.319999999999998863e+01,9.471756415951863062e+01,1.931384752619256062e+01,1.250480487904921034e+02,2.776711714861659175e+01
4.329999999999998295e+01,9.467817077902138578e+01,1.930289658038104861e+01,1.249838960516390500e+02,2.760405118718714235e+01
4.339999999999997726e+01,9.463016242604093975e+01,1.929179870719032053e+01,1.249190314647124893e+02,2.749809017941160150e+01
4.350000000000000000e+01,9.460132425773271336e+01,1.931556077006901262e+01,1.248508785187475070e+02,2.743015544044285292e+01
4.359999999999999432e+01,9.454790312140283959e+01,1.941236188367944848e+01,1.247792692601030495e+02,2.738702390011270182e+01
4.369999999999998863e+01,9.451176222340518507e+01,1.953040972860092594e+01,1.246385348290850885e+02,2.729364058056627229e+01
4.379999999999998295e+01,9.441523122342130137e+01,1.967672395329151769e+01,1.244259562361406068e+02,2.718416602422793105e+01
4.389999999999997726e+01,9.431583423005598377e+01,1.983218070268848621e+01,1.242018865356512833e+02,2.708597555427497028e+01
4.400000000000000000e+01,9.421398881759044741e+01,1.998512641426872705e+01,1.239451946623115219e+02,2.698065937840412332e+01
4.409999999999999432e+01,9.407601819815742772e+01,2.010648501110754793e+01,1.236777849332761434e+02,2.684814751715239467e+01
4.419999999999998863e+01,9.393630200927050566e+01,2.023028045128155128e+01,1.235641161202955516e+02,2.676993736966132786e+01
4.429999999999998295e+01,9.382710278564228190e+01,2.033317796299548519e+01,1.235674985139580144e+02,2.680675647579912280e+01
4.439999999999997726e+01,9.382620752011192167e+01,2.040708497544321531e+01,1.235841251280977247e+02,2.681109714634875374e+01
4.450000000000000000e+01,9.382761532012956707e+01,2.047067388638647856e+01,1.236402368069985869e+02,2.679653099282994333e+01
4.459999999999999432e+01,9.380682082292554469e+01,2.050009175253913085e+01,1.237165377677898448e+02,2.682196950764663157e+01
4.469999999999998863e+01,9.378811545548744277e+01,2.052778210953898252e+01,1.238054092841946954e+02,2.684879143919373234e+01
4.479999999999998295e+01,9.377690429000054451e+01,2.054794944593423622e+01,1.238807009187841714e+02,2.682405575054054836e+01
4.489999999999997726e+01,9.376009931251363128e+01,2.057028089146249883e+01,1.239282988360098017e+02,2.677069919502188711e+01
4.500000000000000000e+01,9.379593720416951896e+01,2.049994334869474599e+01,1.239204227653152941e+02,2.665290164677346141e+01
4.509999999999999432e+01,9.386988832096214708e+01,2.042302363252907682e+01,1.238983642178358480e+02,2.656377650637658761e+01
4.519999999999998863e+01,9.393093154233676501e+01,2.035402795326981717e+01,1.238737544933941024e+02,2.644122878713073277e+01
4.529999999999998295e+01,9.398228027847609667e+01,2.028748101430258899e+01,1.238598491066364602e+02,2.633250958127094066e+01
4.539999999999997726e+01,9.402720122984405293e+01,2.023053661107848100e+01,1.238706838329897266e+02,2.631139916522919009e+01
4.550000000000000000e+01,9.407123563220768858e+01,2.018277993733769193e+01,1.238546937227872178e+02,2.628834939011300520e+01
4.559999999999999432e+01,9.410703261642406403e+01,2.008682361604605404e+01,1.237070549463661280e+02,2.608146137747381488e+01
4.569999999999998863e+01,9.408270786255063456e+01,2.006833924727825291e+01,1.235400310019780363e+02,2.591316336918935193e+01
4.579999999999998295e+01,9.404987921150988939e+01,2.008396966836906117e+01,1.234063174025338725e+02,2.582870186334238483e+01
4.589999999999997726e+01,9.402222170539698709e+01,2.010729596724181079e+01,1.232692800024068305e+02,2.581972463713733035e+01
4.600000000000000000e+01,9.394714553796785594e+01,2.007096873138228688e+01,1.232694474626298842e+02,2.577448837295251849e+01
4.609999999999999432e+01,9.384689708973331790e+01,2.002747021430710817e+01,1.234757232624532719e+02,2.582152234687204029e+01
4.619999999999998863e+01,9.369505359776434261e+01,1.998578315730071608e+01,1.236683391379942947e+02,2.591170543798705239e+01
4.629999999999998295e+01,9.354878308838749490e+01,1.997309912892978190e+01,1.238620847657068111e+02,2.605476143425746116e+01
4.639999999999997726e+01,9.343995940939137768e+01,1.990264428510215566e+01,1.240839703111527399e+02,2.624393609582146780e+01
4.650000000000000000e+01,9.335356799738033828e+01,1.979188502837211416e+01,1.243069166190424255e+02,2.647025346801635592e+01
4.659999999999999432e+01,9.325733678836233764e+01,1.969187511612004116e+01,1.245052130138505788e+02,2.670047160446116408e+01
4.669999999999998863e+01,9.317605728079138316e+01,1.959322607495543522e+01,1.246602865058917757e+02,2.695032708502981933e+01
4.679999999999998295e+01,9.315341838139241304e+01,1.952212779011914279e+01,1.246607967440936164e+02,2.694658857296147403e+01
4.689999999999997726e+01,9.317772723155724179e+01,1.949346920090715685e+01,1.245480467502710695e+02,2.684600496970039529e+01
4.700000000000000000e+01,9.320753136075927614e+01,1.947545195863967393e+01,1.244595266240985580e+02,2.677423567975345975e+01
4.709999999999999432e+01,9.320501196894853990e+01,1.947941385934766600e+01,1.243865025943569833e+02,2.673387113081791000e+01
4.719999999999998863e+01,9.314231100604938263e+01,1.954540584013292559e+01,1.242801214203503548e+02,2.666380903055270934e+01
4.729999999999998295e+01,9.306905952822575046e+01,1.962315069555643277e+01,1.241558637613197504e+02,2.662106806404903381e+01
4.739999999999997726e+01,9.300524639262442861e+01,1.969661105916330612e+01,1.241540519105315781e+02,2.653160785282526746e+01
4.750000000000000000e+01,9.297613766253319056e+01,1.978270373079653410e+01,1.242368890088298485e+02,2.644315046002571989e+01
4.759999999999999432e+01,9.297418160186933278e+01,1.988482012958293055e+01,1.243414825119017166e+02,2.641403585491649508e+01
4.769999999999998863e+01,9.296115534237972611e+01,1.997749503330684817e+01,1.244582012480594813e+02,2.639906535588301040e+01
4.779999999999998295e+01,9.300749629343597746e+01,2.006782561297957557e+01,1.246303312306883271e+02,2.639230735425056906e+01
4.789999999999997726e+01,9.308695461513244140e+01,2.012877349281366790e+01,1.247915897619001271e+02,2.644414689702357180e+01
4.800000000000000000e+01,9.317991161835057312e+01,2.019189548577359261e+01,1.249574427385919932e+02,2.656321141621821624e+01
4.809999999999999432e+01,9.332241416428814773e+01,2.022730593556728351e+01,1.250618946768952782e+02,2.669656402846976562e+01
4.819999999999998863e+01,9.347264010530859935e+01,2.025784841388955826e+01,1.251240470424827862e+02,2.685462329798398429e+01
4.829999999999998295e+01,9.361725670122358167e+01,2.030612089618987426e+01,1.251426744245679430e+02,2.699136202075174040e+01
4.839999999999997726e+01,9.377709098347862948e+01,2.036090189173083687e+01,1.251557241117145338e+02,2.713755035863989207e+01
4.850000000000000000e+01,9.394292852942922423e+01,2.043501975904809242e+01,1.251310872471858033e+02,2.724846883938640474e+01
4.859999999999999432e+01,9.409964030315379091e+01,2.057608350075329540e+01,1.250907719272908878e+02,2.732484374560356954e+01
4.869999999999998863e+01,9.422075465266469507e+01,2.066269376241134381e+01,1.250658411323639427e+02,2.727384180881976761e+01
4.879999999999998295e+01,9.427756240041290425e+01,2.068694440659096756e+01,1.250106944104606441e+02,2.717144378315974507e+01
4.889999999999997726e+01,9.431220764832997361e+01,2.073941932029280366e+01,1.249318927178994585e+02,2.705591797199161519e+01
4.900000000000000000e+01,9.433335667798139923e+01,2.079748028036321017e+01,1.248491745549525973e+02,2.695431750973907015e+01
4.909999999999999432e+01,9.427504884347308689e+01,2.085424106080564499e+01,1.247561253717605325e+02,2.687230153386389375e+01
4.919999999999998863e+01,9.421846177700119540e+01,2.088794213386057663e+01,1.246559812246355250e+02,2.680370936976320806e+01
4.929999999999998295e+01,9.420674032165675271e+01,2.082911569710006106e+01,1.246104074241565769e+02,2.674159151529336143e+01
4.939999999999997726e+01,9.421149055646510817e+01,2.075181406810001761e+01,1.246201732992130076e+02,2.667118752048788366e+01
4.950000000000000000e+01,9.423645400312049958e+01,2.071553600977794218e+01,1.246848800664522656e+02,2.669375678089301829e+01
4.959999999999999432e+01,9.426153125950872891e+01,2.070121365526253143e+01,1.247906534884224499e+02,2.678196606120055279e+01
4.969999999999998863e+01,9.428451313107335352e+01,2.071430503285038327e+01,1.249067936117128710e+02,2.688706037863100562e+01
4.979999999999998295e+01,9.427411858503484154e+01,2.072572158171344014e+01,1.249447698909522870e+02,2.692983343138574170e+01
4.989999999999997726e+01,9.435113054629107410e+01,2.067219516520026801e+01,1.249635586128411120e+02,2.693734017309811435e+01
5.000000000000000000e+01,9.445566031790954753e+01,2.061224481313810841e+01,1.250196260880414769e+02,2.698658879325505922e+01
5.009999999999999432e+01,9.452506841729235987e+01,2.055642363162849762e+01,1.251151151925746774e+02,2.709677302692292500e+01
5.019999999999998863e+01,9.459453312070756681e+01,2.051721133262929797e+01,1.252225777199272727e+02,2.725854930171491830e+01
5.029999999999998295e+01,9.466446497081912526e+01,2.048481838137873723e+01,1.252872751306980632e+02,2.742403216415984346e+01
5.039999999999997726e+01,9.473764601328905144e+01,2.045808014794987884e+01,1.253595085438097669e+02,2.759998585633702461e+01
5.050000000000000000e+01,9.480904591731088260e+01,2.044848243649068209e+01,1.254326157466986871e+02,2.781926969160837260e+01
5.059999999999999432e+01,9.487159060867455196e+01,2.046033615984348941e+01,1.254911462413664367e+02,2.800207069232812174e+01
5.069999999999998863e+01,9.488681795631534044e+01,2.054673353807460501e+01,1.254921387821248828e+02,2.812349964632394617e+01
5.079999999999998295e+01,9.493392902112142906e+01,2.069674791945580239e+01,1.255142912166581937e+02,2.818561249637650334e+01
5.089999999999997726e+01,9.495004685972529046e+01,2.084933153565586395e+01,1.256850222228033971e+02,2.819798281474877300e+01
5.099999999999997158e+01,9.497174770712361180e+01,2.100839803838512054e+01,1.257573237022225783e+02,2.798350718712783447e+01
5.109999999999999432e+01,9.499247988733490899e+01,2.117679162426382788e+01,1.258116990871562848e+02,2.771896540642282147e+01
5.119999999999998863e+01,9.496872517849139683e+01,2.129336689150049722e+01,1.258830732503389811e+02,2.746842209791482148e+01
5.129999999999998295e+01,9.492506374555705406e+01,2.141155759373594947e+01,1.259771992421421487e+02,2.727482503195402685e+01
5.139999999999997726e+01,9.492362220565907194e+01,2.143132489530222884e+01,1.260729273164040194e+02,2.713770515757511959e+01
5.149999999999997158e+01,9.492711135203279582e+01,2.142246748678590507e+01,1.261198255297777138e+02,2.700289653275786961e+01
5.159999999999999432e+01,9.491350649036236575e+01,2.140235864855229053e+01,1.261675442402185183e+02,2.693365890487768510e+01
5.169999999999998863e+01,9.489622109907540448e+01,2.138389479651622693e+01,1.262343406109595634e+02,2.691229764989115480e+01
5.179999999999998295e+01,9.482099342808676568e+01,2.128205582734810264e+01,1.263147521971610132e+02,2.691261349825894200e+01
5.189999999999997726e+01,9.474968962946013562e+01,2.116272699979535332e+01,1.264087340923373830e+02,2.695989248686466766e+01
5.199999999999997158e+01,9.473326507806662278e+01,2.105879561660179888e+01,1.264610320952465941e+02,2.700924958963008393e+01
5.209999999999999432e+01,9.470093005061504243e+01,2.093352853113139389e+01,1.265036242944352409e+02,2.705520365082499978e+01
5.219999999999998863e+01,9.466193847515992843e+01,2.083553279236798517e+01,1.265492237161304701e+02,2.711956057664081499e+01
5.229999999999998295e+01,9.458325859233211474e+01,2.072931993398143646e+01,1.265446790999677376e+02,2.721068587369269309e+01
5.239999999999997726e+01,9.450063835045378369e+01,2.062672422768785907e+01,1.264539545096259587e+02,2.717150674277266020e+01
5.249999999999997158e+01,9.442883213682732446e+01,2.054094719605662434e+01,1.263868783702934167e+02,2.717250891794341783e+01
5.259999999999999432e+01,9.431565206219585207e+01,2.042498427035547692e+01,1.262816854605882924e+02,2.708138585616191918e+01
5.269999999999998863e+01,9.419335526224180910e+01,2.031449239407844232e+01,1.261561378939138933e+02,2.699400912668544450e+01
5.279999999999998295e+01,9.409831598599194535e+01,2.023059967737460241e+01,1.260412591238959976e+02,2.690709957453120182e+01
5.289999999999997726e+01,9.409087954714021862e+01,2.015902648723921331e+01,1.259060414563399490e+02,2.679960166419992973e+01
5.299999999999997158e+01,9.408456228997177107e+01,2.010976267587165012e+01,1.257174241185484647e+02,2.661979787324968783e+01
5.309999999999999432e+01,9.413885751354052900e+01,2.010708380014958863e+01,1.255668080865215757e+02,2.650543979867158839e+01
5.319999999999998863e+01,9.419986935647742143e+01,2.010450231138443655e+01,1.253726451455954845e+02,2.637530766433295426e+01
5.329999999999998295e+01,9.425520268054019368e+01,2.010658568527476220e+01,1.251674652610776519e+02,2.626105540201569255e+01
5.339999999999997726e+01,9.431067396897603317e+01,2.012827411693747592e+01,1.249529132848254989e+02,2.616511160386311730e+01
5.349999999999997158e+01,9.433702808663269934e+01,2.015984124447670212e+01,1.248595970655882468e+02,2.600704516867550709e+01
5.359999999999999432e+01,9.432463846760494164e+01,2.025428379833394033e+01,1.249697714797595438e+02,2.588008257028090853e+01
5.369999999999998863e+01,9.432038265811834776e+01,2.037126555007506212e+01,1.251233103819279506e+02,2.581886537446041174e+01
5.379999999999998295e+01,9.429486091569773976e+01,2.046176363842642942e+01,1.253041318175419292e+02,2.577056822395351077e+01
5.389999999999997726e+01,9.426947190801590182e+01,2.053374395930974927e+01,1.254898946699262723e+02,2.576202080463589184e+01
5.399999999999997158e+01,9.420467633310106237e+01,2.055178216659633961e+01,1.256550646414420953e+02,2.577300631357047322e+01
5.409999999999999432e+01,9.413988075818626555e+01,2.057382153625799148e+01,1.258508399493429550e+02,2.579083479807099977e+01
5.419999999999998863e+01,9.407569474776533980e+01,2.059891468725992780e+01,1.260356164849655158e+02,2.574458153306104435e+01
5.429999999999998295e+01,9.401666953946504179e+01,2.061868693003837905e+01,1.260475250133515743e+02,2.538299313170246663e+01
5.439999999999997726e+01,9.393828657716437647e+01,2.063380736845647334e+01,1.260466963478571074e+02,2.509170353706351264e+01
5.449999999999997158e+01,9.387378032964808483e+01,2.067017295905919738e+01,1.260645903598921223e+02,2.485987689388867494e+01
5.459999999999999432e+01,9.381019507870543350e+01,2.069724696984654244e+01,1.261113303383645246e+02,2.474232407590850968e+01
5.469999999999998863e+01,9.379416719207708297e+01,2.070711785680862249e+01,1.261495177719379654e+02,2.473953588803514236e+01
5.479999999999998295e+01,9.379853836142484624e+01,2.072872625829718629e+01,1.262569909248311717e+02,2.488048615355469195e+01
5.489999999999997726e+01,9.381366298640257639e+01,2.074344108137829679e+01,1.264582627714637937e+02,2.519655541361305851e+01
5.499999999999997158e+01,9.382678361336886041e+01,2.081955332789357627e+01,1.265101264479237528e+02,2.535437516530038948e+01
5.509999999999999432e+01,9.384365086666889511e+01,2.088110889658520719e+01,1.264706818074280790e+02,2.537537046219702930e+01
5.519999999999998863e+01,9.384706104584462594e+01,2.092908195088291734e+01,1.263859267595057077e+02,2.539510980846460342e+01
5.529999999999998295e+01,9.381846937741644865e+01,2.093421466687576071e+01,1.262769589250569595e+02,2.542595308921428909e+01
5.539999999999997726e+01,9.376210806448095525e+01,2.094107720072841516e+01,1.261419431455405231e+02,2.541682387311752223e+01
5.549999999999997158e+01,9.368673698375357617e+01,2.093142204743343271e+01,1.260854812240421268e+02,2.526951013927906331e+01
5.559999999999999432e+01,9.361923903176703732e+01,2.093561550733402044e+01,1.261819918819873294e+02,2.524660056133053843e+01
5.569999999999998863e+01,9.353238771264089735e+01,2.086591752650774723e+01,1.262865821622205118e+02,2.525119855584857831e+01
5.579999999999998295e+01,9.346866815008800700e+01,2.076389858406707489e+01,1.264172209329862255e+02,2.529306601565405543e+01
5.589999999999997726e+01,9.341842144603867837e+01,2.065528507274962777e+01,1.265478610122174103e+02,2.537835945455369924e+01
5.599999999999997158e+01,9.336304444867033681e+01,2.055230752486870571e+01,1.267239670230381137e+02,2.552583782131413770e+01
5.609999999999999432e+01,9.333212742249013161e+01,2.048935014070301008e+01,1.268945405289978225e+02,2.571414881369925709e+01
5.619999999999998863e+01,9.333325790565302782e+01,2.044533567204833346e+01,1.270373953425963549e+02,2.591668885362211228e+01
5.629999999999998295e+01,9.329812231768961794e+01,2.039039832664793650e+01,1.271095263533306507e+02,2.603653002956875540e+01
5.639999999999997726e+01,9.325921867745016414e+01,2.029838745574166836e+01,1.271771848105592539e+02,2.616665987641064106e+01
5.649999999999997158e+01,9.326777594593583842e+01,2.019901453366526667e+01,1.272532474728780443e+02,2.628793945860785541e+01
5.659999999999999432e+01,9.328299951633472631e+01,2.012305279909057987e+01,1.272594101297794822e+02,2.629671015767220510e+01
5.669999999999998863e+01,9.328465941732650890e+01,2.005951514514902101e+01,1.272275434206212736e+02,2.621651191354753152e+01
5.679999999999998295e+01,9.328289188591874392e+01,2.000045120089419726e+01,1.271088855499302781e+02,2.612889760567772512e+01
5.689999999999997726e+01,9.329673386575912275e+01,1.998305269509569015e+01,1.269591198271043027e+02,2.603358206706192490e+01
5.699999999999997158e+01,9.331900268696342948e+01,1.999157223063628308e+01,1.268300162043969550e+02,2.596172284379380812e+01
5.709999999999999432e+01,9.335069600669413603e+01,2.003678524798627336e+01,1.266993817585309898e+02,2.590886176215763470e+01
5.719999999999998863e+01,9.335064916129343260e+01,2.013868994137104096e+01,1.265457496091834031e+02,2.588647940980573381e+01
5.729999999999998295e+01,9.334653226217739075e+01,2.024334245768636720e+01,1.263449322809064768e+02,2.587627411481612327e+01
5.739999999999997726e+01,9.333515732270186049e+01,2.034698609425239368e+01,1.261520973950030253e+02,2.588704331402341197e+01
5.749999999999997158e+01,9.335896643075210477e+01,2.044241360811186325e+01,1.259384845756735132e+02,2.589908951194384557e+01
5.759999999999999432e+01,9.343936077063696644e+01,2.053645119617482351e+01,1.257136418378325260e+02,2.589962636243943095e+01
5.769999999999998863e+01,9.352237268480132570e+01,2.058182083742466872e+01,1.256714446763847235e+02,2.593871294890187684e+01
5.779999999999998295e+01,9.362436320748317087e+01,2.060263846431557155e+01,1.257229711665683141e+02,2.595340804746895458e+01
5.789999999999997726e+01,9.372109172021821166e+01,2.065350504712539603e+01,1.258480702085514196e+02,2.591592134909181411e+01
5.799999999999997158e+01,9.379008707000437539e+01,2.067753183318551180e+01,1.260188359108421565e+02,2.592992798031718849e+01
5.809999999999999432e+01,9.384167794975950017e+01,2.069470286374003365e+01,1.261783965984209885e+02,2.598793610866353632e+01
5.819999999999998863e+01,9.384653493788198375e+01,2.067268101843219696e+01,1.263507713014497966e+02,2.612254576075028112e+01
5.829999999999998295e+01,9.385806205943843850e+01,2.065224136446818903e+01,1.265145908515471973e+02,2.630892516817666404e+01
5.839999999999997726e+01,9.389584975560980240e+01,2.064932101120501073e+01,1.265948533121525941e+02,2.636915886622367466e+01
5.849999999999997158e+01,9.393097635656306466e+01,2.065236886493833168e+01,1.266364167433202397e+02,2.636806281234837712e+01
5.859999999999999432e+01,9.391109908491964120e+01,2.064011055159807029e+01,1.266678037307162441e+02,2.638818443693990190e+01
5.869999999999998863e+01,9.386556254833871549e+01,2.062001069609831205e+01,1.265730457286578883e+02,2.634250890203795947e+01
5.879999999999998295e+01,9.379715153400613303e+01,2.058840417493009056e+01,1.264568431006467790e+02,2.629912407035258326e+01
5.889999999999997726e+01,9.372444798198870330e+01,2.055557020292081205e+01,1.263641444550049897e+02,2.629153242870110674e+01
5.899999999999997158e+01,9.370447170501748246e+01,2.057151229590791530e+01,1.263130889045093568e+02,2.634727049368849450e+01
5.909999999999999432e+01,9.369287137253991204e+01,2.059481888229777624e+01,1.262802810887235836e+02,2.643956055961295348e+01
5.919999999999998863e+01,9.368127104006238426e+01,2.062166632328132465e+01,1.263284207059689379e+02,2.654764664750040026e+01
5.929999999999998295e+01,9.367804730358432153e+01,2.062088210682694012e+01,1.263932955982593995e+02,2.668101185540207254e+01
5.939999999999997726e+01,9.366082543872241217e+01,2.058859600779404886e+01,1.264848789049229367e+02,2.684094607585889491e+01
5.949999999999997158e+01,9.361557042667226369e+01,2.055614567984744667e+01,1.265438907388152927e+02,2.695654513563725274e+01
5.959999999999999432e+01,9.357275672397410915e+01,2.052222375150272882e+01,1.265592864666345747e+02,2.704089950365381512e+01
5.969999999999998863e+01,9.356083139668166382e+01,2.049808693625091749e+01,1.265383542478514727e+02,2.712116065908254114e+01
5.979999999999998295e+01,9.355316709991973312e+01,2.048282986890798796e+01,1.265050054664184103e+02,2.716564610940376667e+01
5.989999999999997726e+01,9.352316532091404611e+01,2.047390635082413723e+01,1.264834927110675267e+02,2.723859445307620319e+01
5.999999999999997158e+01,9.349308802168613397e+01,2.052445273132935810e+01,1.264522575076673547e+02,2.733047729805751658e+01
6.009999999999999432e+01,9.330376475748157361e+01,2.053486871662509827e+01,1.264148839029563760e+02,2.741800477031069860e+01
6.019999999999998863e+01,9.310796034374699559e+01,2.052296552632488158e+01,1.263115389354446449e+02,2.740823155090684082e+01
6.029999999999998295e+01,9.292522444232865553e+01,2.054179866495759654e+01,1.261730079266577036e+02,2.733887329830410096e+01
6.039999999999997726e+01,9.275381654463210168e+01,2.059010232537773533e+01,1.260053186397029918e+02,2.721082625665888699e+01
6.049999999999997158e+01,9.262215619437908742e+01,2.065676632924013845e+01,1.258182854480666606e+02,2.704821609135584026e+01
6.059999999999999432e+01,9.244629109112945287e+01,2.074333304820450508e+01,1.256894598009598241e+02,2.684721386086645012e+01
6.069999999999998863e+01,9.231766194919721613e+01,2.079445274362311835e+01,1.256171309765437769e+02,2.661674572560095342e+01
6.079999999999998295e+01,9.224415682195629529e+01,2.077512767324115828e+01,1.255274782839042302e+02,2.640582271371837919e+01
6.089999999999997726e+01,9.230758441737074804e+01,2.072286550643758574e+01,1.254471952349510531e+02,2.621682029279043036e+01
6.099999999999997158e+01,9.237400535045382810e+01,2.067283951456141722e+01,1.254203486301520201e+02,2.613719581700408057e+01
6.109999999999999432e+01,9.241623637577842487e+01,2.062125133561245249e+01,1.254619643724041254e+02,2.614687756308509492e+01
6.119999999999998863e+01,9.245823995520498784e+01,2.058204492055976687e+01,1.254928512095703468e+02,2.616037398060328911e+01
6.129999999999998295e+01,9.254838591474343445e+01,2.053701722601616808e+01,1.255504317445949027e+02,2.619370638430008214e+01
6.139999999999997726e+01,9.267650866733322346e+01,2.046874065653469899e+01,1.256396125148899472e+02,2.630084924647388078e+01
6.149999999999997158e+01,9.281587690263980051e+01,2.042052594785225494e+01,1.256848853256155962e+02,2.639718618797190430e+01
6.159999999999999432e+01,9.296096687210766163e+01,2.037719879793515432e+01,1.257047365896452078e+02,2.645338169002934592e+01
6.169999999999998863e+01,9.310296141196825204e+01,2.031486092651188358e+01,1.257359681511505300e+02,2.648986006354710909e+01
6.179999999999998295e+01,9.326411677663639921e+01,2.026631098909220441e+01,1.257998097101362447e+02,2.650479040234308314e+01
6.189999999999997726e+01,9.343428864157904457e+01,2.021314945003437558e+01,1.258495812048730755e+02,2.652462719874991848e+01
6.199999999999997158e+01,9.361554195178526072e+01,2.016480352714019020e+01,1.259471796186950883e+02,2.656784815927813526e+01
6.209999999999999432e+01,9.377543708013776325e+01,2.018248368682393590e+01,1.261089656757009720e+02,2.664874908976404910e+01
6.219999999999998863e+01,9.387104774761353099e+01,2.027303906718982418e+01,1.262671097187434270e+02,2.675243407403746687e+01
6.229999999999998295e+01,9.394490669990273091e+01,2.035641970197135819e+01,1.264328028955072369e+02,2.685523953839154387e+01
6.239999999999997726e+01,9.400605588877117214e+01,2.044462974799412791e+01,1.265765266357147567e+02,2.696409969610585122e+01
6.249999999999997158e+01,9.401893363895550237e+01,2.051651047477427170e+01,1.265568932981265533e+02,2.685746409092311993e+01
6.259999999999999432e+01,9.400577125209491669e+01,2.057467902755870170e+01,1.265124770316933933e+02,2.674612938679636898e+01
6.269999999999998863e+01,9.400296910357542401e+01,2.059264298541650007e+01,1.264627398922379342e+02,2.663925681396778700e+01
6.279999999999998295e+01,9.399924037866132664e+01,2.060741592431905644e+01,1.263949037240427771e+02,2.652504590982202259e+01
6.289999999999997726e+01,9.403443117088966119e+01,2.054135894167533394e+01,1.263514765119837335e+02,2.644762150281064095e+01
6.299999999999997158e+01,9.406977288260100067e+01,2.046571354326278680e+01,1.264024226902232471e+02,2.643779013790769028e+01
6.309999999999999432e+01,9.411483131580637007e+01,2.041420347609848918e+01,1.264627060960805096e+02,2.639180422830363071e+01
6.319999999999998863e+01,9.413187283751213386e+01,2.036243376822726603e+01,1.265274959986493712e+02,2.632340535186053998e+01
6.329999999999998295e+01,9.416445368558983375e+01,2.032292257638662747e+01,1.265589296920423266e+02,2.623807482244566103e+01
6.339999999999997726e+01,9.421462181528799817e+01,2.030298869955874963e+01,1.265131383074283349e+02,2.610943042505037681e+01
6.349999999999997158e+01,9.427579676350629256e+01,2.029782359852179141e+01,1.264517403531771720e+02,2.598377867873727354e+01
6.359999999999999432e+01,9.434024605529843654e+01,2.033556982138802738e+01,1.263954064352173958e+02,2.588175782533731351e+01
6.369999999999998863e+01,9.440421421949693581e+01,2.039035450702629504e+01,1.263502110629126065e+02,2.581845543336953241e+01
6.379999999999998295e+01,9.447623162596279656e+01,2.045046295780869627e+01,1.262840851334873946e+02,2.578438269554009565e+01
6.389999999999997726e+01,9.454912813961743723e+01,2.051226271673481349e+01,1.262075499374305281e+02,2.579621202517071410e+01
6.399999999999997158e+01,9.466215562448596188e+01,2.058257293660385656e+01,1.262283374515525054e+02,2.584429349911402696e+01
